count,route_action,speed_action,speed_reason,commentary_template
545,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Turn left. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
544,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate because the other vehicles are stopped at the junction and the junction is clear.
544,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Turn right. Remain stopped to stay behind the <OBJECT> that is stopped because of a red traffic light.
538,OTHER,REMAIN_STOPPED,VEHICLE,Turn left. Remain stopped due to the <OBJECT> intersecting your path.
533,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
518,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain the reduced speed because the traffic light is green.
517,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
516,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,"Exit the parking lot. Accelerate to change to the neighbouring lane, as the gap is big enough."
504,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Turn right. Remain stopped to stay behind the <OBJECT>.
502,FOLLOW_ROUTE,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain your current speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
502,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed to drive through the junction.
494,FOLLOW_ROUTE,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain your current speed due to the <OBJECT>.
494,FOLLOW_ROUTE,MAINTAIN_SPEED,NONE_OR_UNKNOWN,Follow the route. Maintain your current speed to drive according to the speed limit.
492,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Turn left. Remain stopped to stay behind the <OBJECT> at <DISTANCE> that is stopped because of a red traffic light.
489,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain the reduced speed.
489,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Decelerate to stay behind the <OBJECT>.
476,GO_AROUND,MAINTAIN_SPEED,CONSTRUCTION,Prepare to go around the construction site. Maintain your current speed.
463,GO_AROUND,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Prepare to avoid the vehicle that is opening its door. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
461,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Turn right. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
459,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to steer clear of the parked vehicle. Maintain the reduced speed.
459,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Turn left. Remain stopped to stay behind the <OBJECT> that is stopped because of a red traffic light.
458,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
454,WAIT_GAP,UNKNOWN,NONE_OR_UNKNOWN, Wait for a gap in the traffic before changing lanes.
450,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to drive closer to the <OBJECT> in <DISTANCE>.
449,FOLLOW_ROUTE,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain your current speed due to the <OBJECT> in <DISTANCE>.
445,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the junction is clear. Pay attention to the <OBJECT> on the exit of the junction.
445,GO_AROUND,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped to avoid the <OBJECT> that is crossing the road.
439,GO_AROUND,REMAIN_STOPPED,CONSTRUCTION,Stay on your current lane to go around the construction site. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
435,GO_AROUND,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Prepare to avoid the vehicle that is opening its door. Decelerate to stay behind the <OBJECT>.
432,GO_AROUND,SLOW_DOWN,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Decelerate to drive with the target speed.
421,GO_AROUND,MAINTAIN_SPEED,CONSTRUCTION,"Go around the construction site. Maintain your current speed to change to the neighbouring lane, as the gap is big enough."
417,OVERTAKE,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
416,GO_AROUND,REMAIN_STOPPED,CONSTRUCTION,Stay on your current lane to go around the construction site. Remain stopped to stay behind the <OBJECT>.
411,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
403,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to drive closer to the <OBJECT>.
397,OVERTAKE,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed to stay behind the <OBJECT>.
387,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Stay on your current lane to go around the construction site. Maintain the reduced speed.
381,OVERTAKE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
374,OTHER,SLOW_DOWN,VEHICLE,Turn right. Decelerate due to the <OBJECT> intersecting your path.
369,OVERTAKE,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to overtake the bikes on your lane. Accelerate because the traffic light is green.
364,OVERTAKE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Decelerate to stay behind the <OBJECT>.
361,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed to drive through the junction.
360,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction. Pay attention to the walker and brake if necessary.
354,OTHER,MAINTAIN_SPEED,NONE_OR_UNKNOWN,Prepare to do a lane change. Maintain your current speed.
350,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
347,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,"Give way to the emergency vehicle. Decelerate to change to the neighbouring lane, as the gap is big enough."
342,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Stay on your current lane to go around the construction site. Decelerate to drive with the target speed.
338,GO_AROUND,SLOW_DOWN,ACCIDENT,Prepare to avoid the accident on your lane. Decelerate to stay behind the <OBJECT>.
335,GIVE_WAY,MAINTAIN_REDUCED_SPEED,EMERGENCY_VEHICLE,Prepare to give way to the emergency vehicle. Maintain the reduced speed.
333,GO_AROUND,SLOW_DOWN,ACCIDENT,Prepare to avoid the accident on your lane. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
325,FOLLOW_ROUTE,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
311,GO_AROUND,SLOW_DOWN,CONSTRUCTION,"Go around the construction site. Decelerate to change to the oncoming lane, as the gap is big enough."
297,FOLLOW_ROUTE,INCREASE_SPEED,NONE_OR_UNKNOWN,Follow the route. Accelerate to reach the speed limit. Pay attention to the walker and brake if necessary.
297,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Stay on your current (oncoming) lane to avoid the accident on your lane. Maintain the reduced speed.
295,GIVE_WAY,MAINTAIN_REDUCED_SPEED,EMERGENCY_VEHICLE,"Give way to the emergency vehicle. Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
293,FOLLOW_ROUTE,SLOW_DOWN,NONE_OR_UNKNOWN,Follow the route. Decelerate to drive with the target speed. Pay attention to the walker and brake if necessary.
292,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Prepare to give way to the emergency vehicle. Decelerate to drive with the target speed.
290,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
286,FOLLOW_ROUTE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Follow the route. Decelerate due to the <OBJECT>. Pay attention to the walker and brake if necessary.
285,GO_AROUND,SLOW_DOWN,VEHICLE,Prepare to go around the <OBJECT>. Decelerate due to the <OBJECT> in <DISTANCE>.
284,GO_AROUND,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
280,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Maintain your current speed because the traffic light is green.
276,GO_AROUND,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to avoid the vehicle that is opening its door. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
276,GO_AROUND,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Decelerate to stay behind the <OBJECT>.
275,FOLLOW_ROUTE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Follow the route. Decelerate due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
274,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,"Go around the construction site. Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
273,OVERTAKE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Accelerate to follow the <OBJECT>.
272,GO_AROUND,SLOW_DOWN,VEHICLE,Prepare to go around the <OBJECT>. Decelerate due to the <OBJECT>.
270,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
270,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to do a lane change. Maintain the reduced speed to avoid the <OBJECT> that is crossing the road.
269,OVERTAKE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Accelerate to follow the <OBJECT> in <DISTANCE>.
268,GO_AROUND,INCREASE_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Accelerate to drive with the target speed.
266,FOLLOW_ROUTE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Follow the route. Decelerate to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
262,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,"Steer clear of the parked vehicle. Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
258,GO_AROUND,MAINTAIN_SPEED,ACCIDENT,"Avoid the accident on your lane. Maintain your current speed to change to the neighbouring lane, as the gap is big enough."
252,GO_AROUND,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to avoid the vehicle that is opening its door. Maintain the reduced speed to stay behind the <OBJECT>.
249,GO_AROUND,INCREASE_SPEED,NONE_OR_UNKNOWN,Return to your original route after avoiding the obstacle. Accelerate to reach the speed limit.
248,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed due to the <OBJECT>.
247,GO_AROUND,MAINTAIN_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Maintain your current speed.
245,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Decelerate to drive with the target speed.
241,OVERTAKE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Remain stopped to stay behind the <OBJECT>.
238,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Prepare to go around the construction site. Decelerate to stay behind the <OBJECT>.
238,FOLLOW_ROUTE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Follow the route. Decelerate to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
236,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Maintain the reduced speed.
230,FOLLOW_ROUTE,REMAIN_STOPPED,NONE_OR_UNKNOWN,Follow the route. Remain stopped to drive with the target speed.
227,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
226,OTHER,REMAIN_STOPPED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Remain stopped to stay behind the <OBJECT>.
224,FOLLOW_ROUTE,INCREASE_SPEED,NONE_OR_UNKNOWN,Follow the route. Accelerate to drive with the target speed. Pay attention to the walker and brake if necessary.
224,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Prepare to go around the construction site. Maintain the reduced speed.
222,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Prepare to go around the construction site. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
214,OTHER,MAINTAIN_SPEED,VEHICLE,Prepare to steer clear of the parked vehicle. Maintain your current speed.
214,GO_AROUND,SLOW_DOWN,CONSTRUCTION,"Go around the construction site. Decelerate to change to the neighbouring lane, as the gap is big enough."
208,GO_AROUND,INCREASE_SPEED,VEHICLE,"Go around the <OBJECT>. Accelerate to change to the oncoming lane, as the gap is big enough."
207,OTHER,INCREASE_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Accelerate to follow the <OBJECT>.
205,GIVE_WAY,INCREASE_SPEED,EMERGENCY_VEHICLE,"Give way to the emergency vehicle. Accelerate to change to the neighbouring lane, as the gap is big enough."
205,OTHER,STOP,VEHICLE,Turn right. Stop now due to the <OBJECT> in <DISTANCE>.
201,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN," Accelerate to change to the neighbouring lane, as the gap is big enough."
201,OVERTAKE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Stay on your current lane to overtake the bikes on your lane. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
200,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
198,OTHER,REMAIN_STOPPED,VEHICLE,Prepare to do a lane change. Remain stopped due to the <OBJECT> intersecting your path.
197,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,Prepare to avoid the accident on your lane. Maintain the reduced speed.
197,GIVE_WAY,UNKNOWN,EMERGENCY_VEHICLE,Give way to the emergency vehicle. Wait for a gap in the traffic before changing lanes.
196,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
196,OTHER,INCREASE_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Accelerate to follow the <OBJECT> in <DISTANCE>.
195,OVERTAKE,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Stay on your current (oncoming) lane to overtake the bikes on your lane. Maintain the reduced speed.
195,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
192,OTHER,STOP,VEHICLE,Turn right. Stop now due to the <OBJECT>.
189,GO_AROUND,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Accelerate because the traffic light is green.
186,OTHER,REMAIN_STOPPED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
186,DEVIATION_DURING,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to exit the parking lot. Accelerate because the traffic light is green.
184,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to drive closer to the stationary <OBJECT> at <DISTANCE>.
184,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
182,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to drive closer to the stationary <OBJECT>.
182,GO_AROUND,INCREASE_SPEED,CONSTRUCTION,Prepare to go around the construction site. Accelerate to drive with the target speed.
180,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed due to the <OBJECT>.
179,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
179,GO_AROUND,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
176,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
174,OTHER,SLOW_DOWN,VEHICLE,"Steer clear of the parked vehicle. Decelerate to change to the neighbouring lane, as the gap is big enough."
173,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,"Avoid the accident on your lane. Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
171,OTHER,INCREASE_SPEED,VEHICLE,Turn left. Accelerate since you cleared the <OBJECT>.
165,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn left. Maintain the reduced speed due to the <OBJECT> intersecting your path.
164,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate since you cleared the <OBJECT>.
160,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
159,GO_AROUND,SLOW_DOWN,ACCIDENT,"Avoid the accident on your lane. Decelerate to change to the neighbouring lane, as the gap is big enough."
159,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
159,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Accelerate to follow the <OBJECT>. Pay attention to the walker and brake if necessary.
158,FOLLOW_ROUTE,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Follow the route. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
157,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
156,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate due to the <OBJECT> intersecting your path.
155,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
154,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear.
152,OTHER,INCREASE_SPEED,CONSTRUCTION,Prepare to steer clear of the oncoming traffic entering your lane due to the construction cones. Accelerate to drive with the target speed.
152,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Accelerate to follow the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
151,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,"Avoid the vehicle that is opening its door. Maintain the reduced speed to change to the oncoming lane, as the gap is big enough."
147,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
147,GO_AROUND,SLOW_DOWN,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
145,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
144,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
142,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the junction is clear. Pay attention to the <OBJECT> on the exit of the junction.
141,GO_AROUND,MAINTAIN_SPEED,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Maintain your current speed.
141,FOLLOW_ROUTE,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
138,OVERTAKE,SLOW_DOWN,NONE_OR_UNKNOWN,Stay on your current lane to overtake the bikes on your lane. Decelerate to drive according to the speed limit.
135,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Stay on your current (oncoming) lane to go around the construction site. Maintain the reduced speed.
135,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
134,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn right. Decelerate.
133,GO_AROUND,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Remain stopped to stay behind the <OBJECT> at <DISTANCE> that is stopped because of a red traffic light.
132,GO_AROUND,SLOW_DOWN,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Decelerate to stay behind the <OBJECT>.
131,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Maintain the reduced speed to stay behind the <OBJECT>.
122,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain the reduced speed since you cleared the <OBJECT>.
121,GO_AROUND,MAINTAIN_SPEED,ACCIDENT,Stay on your current (oncoming) lane to avoid the accident on your lane. Maintain your current speed.
121,GO_AROUND,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Remain stopped to stay behind the <OBJECT> that is stopped because of a red traffic light.
118,GO_AROUND,REMAIN_STOPPED,COLLISION_AVOIDANCE,Turn left. Remain stopped to avoid a collision with the <OBJECT>.
117,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
115,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,"Steer clear of the parked vehicle. Maintain the reduced speed to change to the oncoming lane, as the gap is big enough."
115,OTHER,MAINTAIN_SPEED,VEHICLE,"Steer clear of the parked vehicle. Maintain your current speed to change to the neighbouring lane, as the gap is big enough."
113,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
113,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain the reduced speed to drive according to the speed limit.
110,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive through the junction as . Pay attention to the <OBJECT> on the exit of the junction.
107,OVERTAKE,SLOW_DOWN,NONE_OR_UNKNOWN,"Overtake the bikes on your lane. Decelerate to change to the neighbouring lane, as the gap is big enough."
107,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Remain stopped to stay behind the <OBJECT> in <DISTANCE>.
107,GIVE_WAY,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Stay on your current lane to give way to the emergency vehicle. Maintain the reduced speed to drive through the junction.
106,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
104,OVERTAKE,MAINTAIN_SPEED,NONE_OR_UNKNOWN,"Overtake the bikes on your lane. Maintain your current speed to change to the neighbouring lane, as the gap is big enough."
103,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Stay on your current lane to go around the construction site. Decelerate to stay behind the <OBJECT>.
103,OTHER,MAINTAIN_SPEED,VEHICLE,Turn left. Maintain your current speed due to the <OBJECT>.
103,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Prepare to do a lane change. Remain stopped to stay behind the <OBJECT>.
102,OTHER,MAINTAIN_SPEED,VEHICLE,Turn left. Maintain your current speed due to the <OBJECT> in <DISTANCE>.
102,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
102,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn right. Decelerate because the other vehicles are stopped at the junction and the junction is clear.
102,GO_AROUND,SLOW_DOWN,CONSTRUCTION,Stay on your current lane to go around the construction site. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
102,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Accelerate to follow the <OBJECT>.
101,OTHER,SLOW_DOWN,CONSTRUCTION,Prepare to steer clear of the oncoming traffic entering your lane due to the construction cones. Decelerate to drive with the target speed.
99,FOLLOW_ROUTE,SLOW_DOWN,TRAFFIC_LIGHT_RED,Follow the route. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light. Pay attention to the walker and brake if necessary.
98,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate to drive with the target speed because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
97,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to drive closer to the <OBJECT>. Pay attention to the walker and brake if necessary.
97,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
96,FOLLOW_ROUTE,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Accelerate because the traffic light is green. Pay attention to the walker and brake if necessary.
95,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain your current speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
94,OVERTAKE,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,"Overtake the bikes on your lane. Maintain the reduced speed to change to the neighbouring lane, as the gap is big enough."
93,OTHER,STOP,VEHICLE,Turn left. Stop now due to the <OBJECT>.
93,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Accelerate because the traffic light is green.
92,FOLLOW_ROUTE,SLOW_DOWN,TRAFFIC_LIGHT_RED,Follow the route. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light. Pay attention to the walker and brake if necessary.
